NAME,B08303_001E,B08303_013E,state,county
"Lincoln County, Minnesota",2265,57,27,081
"Mahnomen County, Minnesota",1837,37,27,087
"Meeker County, Minnesota",10798,408,27,093
"Mower County, Minnesota",18060,318,27,099
"Barren County, Kentucky",16915,395,21,009
"Nobles County, Minnesota",9674,131,27,105
"Otter Tail County, Minnesota",25837,625,27,111
"Pipestone County, Minnesota",4001,112,27,117
"Ramsey County, Minnesota",251699,3576,27,123
"Renville County, Minnesota",6324,176,27,129
"Roseau County, Minnesota",7074,108,27,135
"Sherburne County, Minnesota",47635,1282,27,141
"Steele County, Minnesota",17384,310,27,147
"Todd County, Minnesota",9845,367,27,153
